#Position (bp)	mapping quality
3.21025289E9	0.0
3.210254503E9	0.0
3.2102560155E9	0.0
3.2102575135E9	0.0
3.210260086E9	0.0
3.2102622815E9	0.0
3.2102643335E9	0.0
3.2102663155E9	0.0
3.2102684835E9	0.0
3.2102746285E9	0.0
3.2102824735E9	0.0
3.2102882625E9	0.0
3.2102915855E9	0.0
3.2102942345E9	0.0
3.210297149E9	0.0
3.2102989145E9	0.0
3.210300134E9	0.0
3.2103021315E9	0.0
3.2103045295E9	0.0
3.210307829E9	0.0
3.210310915E9	0.0
3.210316503E9	0.0
3.210326527E9	0.0
3.210333362E9	0.0
3.2103361215E9	0.0
3.210340264E9	0.0
3.210344736E9	0.0
3.2103468855E9	0.0
3.2103491295E9	0.0
3.2103518245E9	0.0
3.210361202E9	0.0
3.210373369E9	0.0
3.210378359E9	0.0
3.2103804955E9	0.0
3.210383607E9	0.0
3.2103864335E9	0.0
3.210387708E9	0.0
3.2103925265E9	0.0
3.2103973485E9	0.0
3.2104002185E9	0.0
3.210403665E9	0.0
3.210408543E9	0.0
3.2104149395E9	0.0
3.210419661E9	0.0
3.210423847E9	0.0
3.2104270485E9	0.0
3.210429227E9	0.0
3.2104324425E9	0.0
3.2104352195E9	0.0
3.210438095E9	0.0
3.2104417525E9	0.0
3.2104443835E9	0.0
3.2104479125E9	0.0
3.2104510845E9	0.0
3.210453322E9	0.0
3.2104564385E9	0.0
3.2104594175E9	0.0
3.210461503E9	0.0
3.2104629205E9	0.0
3.210464036E9	0.0
3.2104658725E9	0.0
3.210471162E9	0.0
3.2104758695E9	0.0
3.2104786945E9	0.0
3.210497399E9	22.935185185185187
3.21051503E9	0.0
3.2105180185E9	0.0
3.210521482E9	0.0
3.210524046E9	0.0
3.2105267385E9	0.0
3.210529871E9	0.0
3.210534622E9	0.0
3.2105398965E9	0.0
3.21054305E9	0.0
3.210544841E9	0.0
3.2105493505E9	0.0
3.210563157E9	0.0
3.210573944E9	0.0
3.2105753615E9	0.0
3.210576857E9	0.0
3.210578444E9	0.0
3.210579848E9	0.0
3.210581639E9	0.0
3.21058393E9	0.0
3.210586831E9	0.0
3.210589101E9	0.0
3.210591045E9	0.0
3.2105947815E9	0.0
3.2105989985E9	0.0
3.210602071E9	0.0
3.210604872E9	0.0
3.210607097E9	0.0
3.2106100995E9	0.0
3.210618175E9	0.0
3.2106245855E9	0.0
3.210625758E9	0.0
3.210626841E9	0.0
3.2106279975E9	0.0
3.210629176E9	0.0
3.210630341E9	0.0
3.2106314825E9	0.0
3.2106330435E9	0.0
3.2106345975E9	0.0
3.2106357885E9	0.0
3.21063846E9	0.0
3.210644198E9	0.0
3.2106488055E9	0.0
3.2106524905E9	0.0
3.2106562315E9	0.0
3.2106577575E9	0.0
3.2106589925E9	0.0
3.210662305E9	0.0
3.210665989E9	0.0
3.2106675465E9	0.0
3.210669314E9	0.0
3.2106710505E9	0.0
3.2106722715E9	0.0
3.2106735685E9	0.0
3.210674697E9	0.0
3.2106758035E9	0.0
3.210677054E9	0.0
3.21067889E9	0.0
3.2106808585E9	0.0
3.210682784E9	0.0
3.2106855205E9	0.0
3.210692905E9	0.0
3.2106998915E9	0.0
3.2107022755E9	0.0
3.2107040415E9	0.0
3.2107063655E9	0.0
3.210708832E9	0.0
3.210741071E9	0.0
3.2107756895E9	0.0
3.2107807485E9	0.0
3.2107859095E9	0.0
3.2107968365E9	0.0
3.2108093065E9	0.0
3.210817299E9	0.0
3.2108225575E9	0.0
3.210831081E9	0.0
3.2108398775E9	0.0
3.2108437425E9	0.0
3.2108468495E9	0.0
3.210851522E9	0.0
3.2108551905E9	0.0
3.210856304E9	0.0
3.210857405E9	0.0
3.2108592795E9	0.0
3.21086209E9	0.0
3.2108648365E9	0.0
3.2108672555E9	0.0
3.2108697175E9	0.0
3.210872123E9	0.0
3.21087469E9	0.0
3.210878089E9	0.0
3.210880582E9	0.0
3.2108826205E9	0.0
3.210884605E9	0.0
3.2108871335E9	0.0
3.210890254E9	0.0
3.2108922655E9	0.0
3.21090575E9	0.0
3.2109275855E9	0.0
3.2109444715E9	0.0
3.210958961E9	0.0
3.210971479E9	0.0
3.2109821645E9	0.0
3.210992147E9	0.0
3.2110019795E9	0.0
3.21101173E9	0.0
3.2110212725E9	0.0
3.2110304115E9	0.0
3.211039111E9	0.0
3.2110475065E9	0.0
3.211055793E9	0.0
3.211063989E9	0.0
3.21107208E9	0.0
3.2110800215E9	0.0
3.2110877925E9	0.0
3.2110954985E9	0.0
3.211103089E9	0.0
3.2111105125E9	0.0
3.2111177775E9	0.0
3.211124891E9	0.0
3.211131933E9	0.0
3.211138941E9	0.0
3.2111459365E9	0.0
3.211152923E9	0.0
3.211159811E9	0.0
3.211166472E9	0.0
3.2111728575E9	0.0
3.2111789435E9	0.0
3.2111848635E9	0.0
3.2111907695E9	0.0
3.211196658E9	0.0
3.2112025145E9	0.0
3.211208303E9	0.0
3.211213963E9	0.0
3.211219458E9	0.0
3.2112247895E9	0.0
3.2112300375E9	0.0
3.2112352195E9	0.0
3.2112403075E9	0.0
3.211245316E9	0.0
3.211250222E9	0.0
3.2112550625E9	0.0
3.211259886E9	0.0
3.2112647E9	0.0
3.2112694595E9	0.0
3.2112741545E9	0.0
3.211278817E9	0.0
3.2112833965E9	0.0
3.211287873E9	0.0
3.2112923005E9	0.0
3.211296713E9	0.0
3.2113011135E9	0.0
3.211305489E9	0.0
3.211309828E9	0.0
3.2113141325E9	0.0
3.2113183985E9	0.0
3.2113226335E9	0.0
3.2113268585E9	0.0
3.2113310775E9	0.0
3.2113352905E9	0.0
3.2113394985E9	0.0
3.2113436525E9	0.0
3.211347754E9	0.0
3.211351846E9	0.0
3.211355871E9	0.0
3.211359832E9	0.0
3.211363782E9	0.0
3.2113677195E9	0.0
3.211371649E9	0.0
3.2113755755E9	0.0
3.211379497E9	0.0
3.2113834105E9	0.0
3.2113873105E9	0.0
3.2113912015E9	0.0
3.211395076E9	0.0
3.2113989285E9	0.0
3.211402769E9	0.0
3.2114066015E9	0.0
3.2114104305E9	0.0
3.211414257E9	0.0
3.21141808E9	0.0
3.211421895E9	0.0
3.2114257E9	0.0
3.2114295E9	0.0
3.211433268E9	0.0
3.211436987E9	0.0
3.2114406865E9	0.0
3.2114443815E9	0.0
3.2114480705E9	0.0
3.211451752E9	0.0
3.2114554225E9	0.0
3.211459061E9	0.0
3.211462673E9	0.0
3.2114662815E9	0.0
3.2114698765E9	0.0
3.211473459E9	0.0
3.211477021E9	0.0
3.2114805565E9	0.0
3.211484084E9	0.0
3.2114875955E9	0.0
3.21149109E9	0.0
3.2114945785E9	0.0
3.211498038E9	0.0
3.211501451E9	0.0
3.2115048335E9	0.0
3.211508206E9	0.0
3.211511572E9	0.0
3.211514928E9	0.0
3.2115182735E9	0.0
3.2115216035E9	0.0
3.2115249045E9	0.0
3.2115281845E9	0.0
3.2115314535E9	0.0
3.2115347125E9	0.0
3.211537968E9	0.0
3.211541218E9	0.0
3.2115444565E9	0.0
3.2115476835E9	0.0
3.2115509035E9	0.0
3.2115541175E9	0.0
3.2115573205E9	0.0
3.211560512E9	0.0
3.211563695E9	0.0
3.2115668715E9	0.0
3.211570046E9	0.0
3.2115732175E9	0.0
3.2115763855E9	0.0
3.21157955E9	0.0
3.211582703E9	0.0
3.211585843E9	0.0
3.2115889695E9	0.0
3.2115920805E9	0.0
3.21159518E9	0.0
3.211598266E9	0.0
3.211601332E9	0.0
3.211604384E9	0.0
3.211607417E9	0.0
3.2116104305E9	0.0
3.211613441E9	0.0
3.211616444E9	0.0
3.211619441E9	0.0
3.211622431E9	0.0
3.211625412E9	0.0
3.211628385E9	0.0
3.211631352E9	0.0
3.2116343185E9	0.0
3.2116372785E9	0.0
3.2116402315E9	0.0
3.2116431745E9	0.0
3.2116461005E9	0.0
3.211649007E9	0.0
3.211651898E9	0.0
3.211654781E9	0.0
3.2116576595E9	0.0
3.2116605345E9	0.0
3.2116634045E9	0.0
3.2116662715E9	0.0
3.211669137E9	0.0
3.2116720015E9	0.0
3.211674863E9	0.0
3.2116777195E9	0.0
3.2116805615E9	0.0
3.2116833905E9	0.0
3.2116862165E9	0.0
3.211689038E9	0.0
3.211691854E9	0.0
3.211694665E9	0.0
3.2116974705E9	0.0
3.211700267E9	0.0
3.211703054E9	0.0
3.2117058345E9	0.0
3.211708612E9	0.0
3.2117113855E9	0.0
3.211714155E9	0.0
3.211716923E9	0.0
3.211719688E9	0.0
3.211722442E9	0.0
3.2117251855E9	0.0
3.2117279245E9	0.0
3.211730657E9	0.0
3.2117333845E9	0.0
3.211736107E9	0.0
3.211738824E9	0.0
3.2117415355E9	0.0
3.2117442415E9	0.0
3.2117469395E9	0.0
3.211749631E9	0.0
3.2117523215E9	0.0
3.21175501E9	0.0
3.211757692E9	0.0
3.2117603645E9	0.0
3.2117630325E9	0.0
3.211765698E9	0.0
3.211768357E9	0.0
3.2117710065E9	0.0
3.2117736495E9	0.0
3.2117762865E9	0.0
3.2117789185E9	0.0
3.2117815485E9	0.0
3.211784174E9	0.0
3.2117867965E9	0.0
3.211789417E9	0.0
3.211792029E9	0.0
3.211794633E9	0.0
3.211797235E9	0.0
3.2117998345E9	0.0
3.211802432E9	0.0
3.2118050285E9	0.0
3.2118076235E9	0.0
3.2118102135E9	0.0
3.211812799E9	0.0
3.211815383E9	0.0
3.2118179635E9	0.0
3.211820537E9	0.0
3.211823106E9	0.0
3.211825666E9	0.0
3.2118282155E9	0.0
3.2118307635E9	0.0
3.2118333105E9	0.0
3.211835856E9	0.0
3.2118383955E9	0.0
3.211840929E9	0.0
3.2118434565E9	0.0
3.2118459785E9	0.0
3.211848497E9	0.0
3.211851011E9	0.0
3.211853521E9	0.0
3.2118560265E9	0.0
3.211858527E9	0.0
3.211861011E9	0.0
3.211863479E9	0.0
3.2118659435E9	0.0
3.211868405E9	0.0
3.211870863E9	0.0
3.2118733165E9	0.0
3.211875759E9	0.0
3.2118781935E9	0.0
3.2118806265E9	0.0
3.211883056E9	0.0
3.21188548E9	0.0
3.2118879005E9	0.0
3.2118903175E9	0.0
3.2118927265E9	0.0
3.21189513E9	0.0
3.2118975325E9	0.0
3.211899932E9	0.0
3.211902328E9	0.0
3.2119047225E9	0.0
3.2119071135E9	0.0
3.2119094985E9	0.0
3.21191188E9	0.0
3.2119142605E9	0.0
3.2119166345E9	0.0
3.2119190005E9	0.0
3.211921364E9	0.0
3.2119237195E9	0.0
3.211926063E9	0.0
3.2119284E9	0.0
3.2119307335E9	0.0
3.211933065E9	0.0
3.2119353955E9	0.0
3.211937722E9	0.0
3.211940043E9	0.0
3.2119423595E9	0.0
3.2119446705E9	0.0
3.2119469775E9	0.0
3.2119492785E9	0.0
3.21195157E9	0.0
3.211953853E9	0.0
3.2119561305E9	0.0
3.211958405E9	0.0
3.2119606725E9	0.0
3.2119629305E9	0.0
3.2119651835E9	0.0
3.211967432E9	0.0
3.211969674E9	0.0
3.211971905E9	0.0
3.2119741265E9	0.0
3.2119763455E9	0.0
3.211978562E9	0.0
3.211980776E9	0.0
3.211982984E9	0.0
3.2119851855E9	0.0
3.211987384E9	0.0
3.2119895795E9	0.0
3.211991768E9	0.0
3.211993949E9	0.0
3.211996127E9	0.0
3.211998304E9	0.0
3.212000481E9	0.0
3.2120026535E9	0.0
3.2120048175E9	0.0
3.212006975E9	0.0
3.2120091245E9	0.0
3.212011268E9	0.0
3.2120134075E9	0.0
3.2120155425E9	0.0
3.212017674E9	0.0
3.2120198025E9	0.0
3.212021929E9	0.0
3.212024054E9	0.0
3.2120261775E9	0.0
3.212028294E9	0.0
3.2120304025E9	0.0
3.2120325025E9	0.0
3.212034596E9	0.0
3.2120366865E9	0.0
3.2120387735E9	0.0
3.2120408595E9	0.0
3.2120429445E9	0.0
3.2120450265E9	0.0
3.212047106E9	0.0
3.2120491835E9	0.0
3.212051257E9	0.0
3.2120533255E9	0.0
3.212055389E9	0.0
3.212057447E9	0.0
3.212059501E9	0.0
3.2120615475E9	0.0
3.2120635855E9	0.0
3.212065621E9	0.0
3.2120676555E9	0.0
3.2120696885E9	0.0
3.212071719E9	0.0
3.212073746E9	0.0
3.212075769E9	0.0
3.2120777885E9	0.0
3.212079805E9	0.0
3.212081817E9	0.0
3.212083825E9	0.0
3.212085831E9	0.0
3.212087835E9	0.0
3.212089837E9	0.0
3.212091838E9	0.0
3.2120938385E9	0.0
3.2120958365E9	0.0
3.2120978305E9	0.0
3.212099819E9	0.0
3.212101802E9	0.0
3.212103781E9	0.0
3.212105755E9	0.0
3.2121077245E9	0.0
3.2121096895E9	0.0
3.212111651E9	0.0
3.2121136115E9	0.0
3.2121155715E9	0.0
3.2121175285E9	0.0
3.2121194815E9	0.0
3.212121431E9	0.0
3.2121233765E9	0.0
3.21212532E9	0.0
3.212127262E9	0.0
3.212129201E9	0.0
3.2121311365E9	0.0
3.212133068E9	0.0
3.2121349945E9	0.0
3.2121369185E9	0.0
3.212138842E9	0.0
3.212140764E9	0.0
3.2121426835E9	0.0
3.2121446E9	0.0
3.212146515E9	0.0
3.2121484295E9	0.0
3.2121503425E9	0.0
3.2121522535E9	0.0
3.212154162E9	0.0
3.2121560675E9	0.0
3.212157968E9	0.0
3.212159862E9	0.0
3.2121617525E9	0.0
3.2121636415E9	0.0
3.2121655295E9	0.0
3.212167416E9	0.0
3.212169299E9	0.0
3.212171179E9	0.0
3.212173057E9	0.0
3.2121749335E9	0.0
3.2121768095E9	0.0
3.2121786845E9	0.0
3.2121805575E9	0.0
3.212182428E9	0.0
3.2121842955E9	0.0
3.212186161E9	0.0
3.212188026E9	0.0
3.212189891E9	0.0
3.2121917545E9	0.0
3.2121936165E9	0.0
3.212195477E9	0.0
3.2121973345E9	0.0
3.2121991905E9	0.0
3.2122010455E9	0.0
3.2122028975E9	0.0
3.212204747E9	0.0
3.212206596E9	0.0
3.212208444E9	0.0
3.212210287E9	0.0
3.2122121235E9	0.0
3.212213951E9	0.0
3.212215769E9	0.0
3.212217582E9	0.0
3.2122193915E9	0.0
3.2122211995E9	0.0
3.212223007E9	0.0
3.212224814E9	0.0
3.2122266185E9	0.0
3.21222842E9	0.0
3.2122302205E9	0.0
3.212232018E9	0.0
3.2122338125E9	0.0
3.2122356055E9	0.0
3.2122373955E9	0.0
3.2122391825E9	0.0
3.2122409665E9	0.0
3.2122427485E9	0.0
3.21224453E9	0.0
3.212246311E9	0.0
3.212248091E9	0.0
3.212249869E9	0.0
3.2122516395E9	0.0
3.2122534025E9	0.0
3.212255161E9	0.0
3.212256913E9	0.0
3.212258661E9	0.0
3.2122604075E9	0.0
3.212262153E9	0.0
3.2122638975E9	0.0
3.2122656405E9	0.0
3.2122673815E9	0.0
3.2122691215E9	0.0
3.2122708595E9	0.0
3.212272595E9	0.0
3.2122743285E9	0.0
3.2122760605E9	0.0
3.2122777915E9	0.0
3.21227952E9	0.0
3.2122812445E9	0.0
3.2122829645E9	0.0
3.2122846815E9	0.0
3.2122863945E9	0.0
3.2122881035E9	0.0
3.212289811E9	0.0
3.2122915175E9	0.0
3.212293223E9	0.0
3.2122949275E9	0.0
3.212296629E9	0.0
3.2122983275E9	0.0
3.212300025E9	0.0
3.212301722E9	0.0
3.212303418E9	0.0
3.212305113E9	0.0
3.212306807E9	0.0
3.212308497E9	0.0
3.2123101835E9	0.0
3.2123118665E9	60.0
3.212313546E9	0.0
3.212315225E9	0.0
3.2123169035E9	0.0
3.2123185795E9	0.0
3.2123202535E9	0.0
3.212321926E9	0.0
3.212323596E9	0.0
3.212325263E9	0.0
3.212326927E9	0.0
3.212328587E9	0.0
3.212330242E9	0.0
3.2123318945E9	0.0
3.2123335455E9	0.0
3.212335195E9	0.0
3.212336844E9	0.0
3.2123384885E9	0.0
3.2123401275E9	0.0
3.2123417645E9	0.0
3.2123433985E9	0.0
3.21234503E9	0.0
3.2123466605E9	0.0
3.212348289E9	0.0
3.2123499145E9	0.0
3.212351535E9	0.0
3.2123531515E9	0.0
3.212354767E9	0.0
3.21235638E9	0.0
3.212357991E9	0.0
3.2123595995E9	0.0
3.212361205E9	0.0
3.21236281E9	0.0
3.2123644125E9	0.0
3.2123660115E9	0.0
3.2123676095E9	0.0
3.212369207E9	0.0
3.2123708035E9	0.0
3.212372399E9	0.0
3.2123739925E9	0.0
3.212375583E9	0.0
3.21237717E9	0.0
3.212378752E9	0.0
3.2123803305E9	0.0
3.212381908E9	0.0
3.212383485E9	0.0
3.212385062E9	0.0
3.2123866385E9	0.0
3.212388214E9	0.0
3.2123897885E9	0.0
3.2123913615E9	0.0
3.212392933E9	0.0
3.2123945E9	0.0
3.212396062E9	0.0
3.212397623E9	0.0
3.2123991835E9	0.0
3.2124007435E9	0.0
3.2124023005E9	0.0
3.2124038535E9	0.0
3.2124054035E9	0.0
3.2124069505E9	0.0
3.212408494E9	0.0
3.2124100325E9	0.0
3.212411567E9	0.0
3.2124130995E9	0.0
3.2124146315E9	0.0
3.2124161625E9	0.0
3.212417691E9	0.0
3.2124192175E9	0.0
3.2124207425E9	0.0
3.212422266E9	0.0
3.212423789E9	0.0
3.2124253115E9	0.0
3.2124268335E9	0.0
3.212428354E9	0.0
3.21242987E9	0.0
3.2124313805E9	0.0
3.2124328885E9	0.0
3.212434395E9	0.0
3.212435899E9	0.0
3.2124373985E9	0.0
3.212438892E9	0.0
3.2124403825E9	0.0
3.2124418725E9	0.0
3.212443361E9	0.0
3.2124448475E9	0.0
3.212446333E9	0.0
3.2124478175E9	0.0
3.212449301E9	0.0
3.212450782E9	0.0
3.212452261E9	0.0
3.2124537385E9	0.0
3.212455214E9	0.0
3.2124566875E9	0.0
3.212458158E9	0.0
3.2124596265E9	0.0
3.212461094E9	0.0
3.21246256E9	0.0
3.2124640245E9	0.0
3.212465488E9	0.0
3.212466951E9	0.0
3.212468412E9	0.0
3.212469871E9	0.0
3.2124713295E9	0.0
3.2124727875E9	0.0
3.2124742435E9	0.0
3.212475695E9	0.0
3.212477144E9	0.0
3.2124785925E9	0.0
3.2124800395E9	0.0
3.2124814835E9	0.0
3.212482925E9	0.0
3.2124843655E9	0.0
3.212485805E9	0.0
3.212487243E9	0.0
3.2124886795E9	0.0
3.212490112E9	0.0
3.212491541E9	0.0
3.212492969E9	0.0
3.2124943955E9	0.0
3.212495821E9	0.0
3.2124972455E9	0.0
3.2124986695E9	0.0
3.212500093E9	0.0
3.212501516E9	0.0
3.212502939E9	0.0
3.2125043575E9	0.0
3.2125057715E9	0.0
3.212507185E9	0.0
3.212508598E9	0.0
3.2125100095E9	0.0
3.212511419E9	0.0
3.212512828E9	0.0
3.2125142355E9	0.0
3.212515641E9	0.0
3.212517046E9	0.0
3.2125184505E9	0.0
3.2125198545E9	0.0
3.2125212575E9	0.0
3.2125226595E9	0.0
3.2125240615E9	0.0
3.2125254635E9	0.0
3.2125268645E9	0.0
3.2125282635E9	0.0
3.2125296605E9	0.0
3.212531056E9	0.0
3.2125324505E9	0.0
3.212533844E9	0.0
3.212535236E9	0.0
3.212536626E9	0.0
3.212538015E9	0.0
3.2125394035E9	0.0
3.212540791E9	0.0
3.2125421765E9	0.0
3.212543559E9	0.0
3.21254494E9	0.0
3.21254632E9	0.0
3.212547698E9	0.0
3.2125490745E9	0.0
3.2125504505E9	0.0
3.212551826E9	0.0
3.2125532005E9	0.0
3.2125545735E9	0.0
3.212555945E9	0.0
3.2125573155E9	0.0
3.2125586855E9	0.0
3.2125600535E9	0.0
3.212561418E9	0.0
3.2125627795E9	0.0
3.2125641375E9	0.0
3.212565493E9	0.0
3.212566848E9	0.0
3.2125682015E9	0.0
3.21256955E9	0.0
3.2125708945E9	0.0
3.2125722385E9	0.0
3.2125735815E9	0.0
3.2125749235E9	0.0
3.2125762625E9	0.0
3.2125775975E9	0.0
3.2125789315E9	0.0
3.212580265E9	0.0
3.2125815975E9	0.0
3.2125829275E9	0.0
3.2125842555E9	0.0
3.2125855835E9	0.0
3.212586911E9	0.0
3.212588237E9	0.0
3.2125895605E9	0.0
3.2125908815E9	0.0
3.212592201E9	0.0
3.2125935195E9	0.0
3.212594836E9	0.0
3.2125961505E9	0.0
3.212597464E9	0.0
3.212598777E9	0.0
3.2126000895E9	0.0
3.2126014005E9	0.0
3.21260271E9	0.0
3.212604019E9	0.0
3.212605327E9	0.0
3.212606634E9	0.0
3.21260794E9	0.0
3.2126092445E9	0.0
3.212610548E9	0.0
3.2126118505E9	0.0
3.2126131525E9	0.0
3.212614454E9	0.0
3.212615755E9	0.0
3.2126170555E9	0.0
3.212618355E9	0.0
3.212619653E9	0.0
3.212620949E9	0.0
3.2126222435E9	0.0
3.212623537E9	0.0
3.212624829E9	0.0
3.21262612E9	0.0
3.21262741E9	0.0
3.2126286985E9	0.0
3.2126299865E9	0.0
3.212631274E9	0.0
3.212632561E9	0.0
3.212633848E9	0.0
3.2126351345E9	0.0
3.212636419E9	0.0
3.212637701E9	0.0
3.21263898E9	0.0
3.2126402555E9	0.0
3.2126415275E9	0.0
3.212642796E9	0.0
3.2126440625E9	0.0
3.2126453255E9	0.0
3.212646585E9	0.0
3.2126478435E9	0.0
3.2126491015E9	0.0
3.2126503595E9	0.0
3.2126516165E9	0.0
3.212652872E9	0.0
3.2126541265E9	0.0
3.2126553805E9	0.0
3.212656634E9	0.0
3.2126578855E9	0.0
3.212659135E9	0.0
3.2126603835E9	0.0
3.2126616315E9	0.0
3.212662879E9	0.0
3.2126641235E9	0.0
3.2126653655E9	0.0
3.212666607E9	0.0
3.212667848E9	0.0
3.212669089E9	0.0
3.212670329E9	0.0
3.2126715675E9	0.0
3.212672805E9	0.0
3.2126740415E9	0.0
3.212675277E9	0.0
3.2126765115E9	0.0
3.2126777455E9	0.0
3.2126789795E9	0.0
3.212680213E9	0.0
3.2126814455E9	0.0
3.2126826775E9	0.0
3.212683909E9	0.0
3.2126851395E9	0.0
3.2126863685E9	0.0
3.212687596E9	0.0
3.212688823E9	0.0
3.2126900495E9	0.0
3.2126912745E9	0.0
3.2126924985E9	0.0
3.2126937205E9	0.0
3.2126949405E9	0.0
3.21269616E9	0.0
3.212697378E9	0.0
3.2126985945E9	0.0
3.21269981E9	0.0
3.2127010245E9	0.0
3.2127022385E9	0.0
3.2127034525E9	0.0
3.212704666E9	0.0
3.2127058785E9	0.0
3.212707089E9	0.0
3.2127082975E9	0.0
3.212709505E9	0.0
3.212710712E9	0.0
3.212711919E9	0.0
3.2127131255E9	0.0
3.2127143315E9	0.0
3.212715537E9	0.0
3.212716742E9	0.0
3.2127179465E9	0.0
3.2127191505E9	0.0
3.2127203545E9	0.0
3.212721558E9	0.0
3.21272276E9	0.0
3.212723961E9	0.0
3.2127251615E9	0.0
3.2127263615E9	0.0
3.212727561E9	0.0
3.2127287595E9	0.0
3.212729957E9	0.0
3.2127311535E9	0.0
3.212732349E9	0.0
3.2127335435E9	0.0
3.2127347375E9	0.0
3.21273593E9	0.0
3.21273712E9	0.0
3.2127383075E9	0.0
3.2127394935E9	0.0
3.2127406785E9	0.0
3.212741862E9	0.0
3.212743045E9	0.0
3.2127442275E9	0.0
3.212745409E9	0.0
3.21274659E9	0.0
3.212747771E9	0.0
3.212748952E9	0.0
3.212750132E9	0.0
3.2127513105E9	0.0
3.2127524885E9	0.0
3.212753666E9	0.0
3.212754843E9	0.0
3.212756017E9	0.0
3.212757188E9	0.0
3.212758359E9	0.0
3.2127595295E9	0.0
3.2127606995E9	0.0
3.212761868E9	0.0
3.212763035E9	0.0
3.212764202E9	0.0
3.212765368E9	0.0
3.212766533E9	0.0
3.2127676965E9	0.0
3.212768856E9	0.0
3.2127700125E9	0.0
3.2127711685E9	0.0
3.2127723235E9	0.0
3.2127734775E9	0.0
3.21277463E9	0.0
3.212775781E9	0.0
3.2127769315E9	0.0
3.2127780815E9	0.0
3.21277923E9	0.0
3.212780377E9	0.0
3.2127815235E9	0.0
3.2127826685E9	0.0
3.2127838125E9	0.0
3.212784956E9	0.0
3.2127860985E9	0.0
3.21278724E9	0.0
3.212788381E9	0.0
3.2127895215E9	0.0
3.2127906605E9	0.0
3.2127917965E9	0.0
3.2127929305E9	0.0
3.2127940635E9	0.0
3.212795195E9	0.0
3.212796326E9	0.0
3.2127974565E9	0.0
3.212798585E9	0.0
3.2127997115E9	0.0
3.2128008365E9	0.0
3.2128019595E9	0.0
3.2128030815E9	0.0
3.212804203E9	0.0
3.212805323E9	0.0
3.212806442E9	0.0
3.212807561E9	0.0
3.21280868E9	0.0
3.2128097985E9	0.0
3.2128109155E9	0.0
3.2128120315E9	0.0
3.212813147E9	0.0
3.212814262E9	0.0
3.212815377E9	0.0
3.2128164915E9	0.0
3.212817605E9	0.0
3.212818718E9	0.0
3.2128198295E9	0.0
3.2128209395E9	0.0
3.212822049E9	0.0
3.2128231575E9	0.0
3.212824265E9	0.0
3.212825372E9	0.0
3.212826479E9	0.0
3.212827586E9	0.0
3.2128286925E9	0.0
3.212829797E9	0.0
3.2128309E9	0.0
3.212832003E9	0.0
3.2128331045E9	0.0
3.212834204E9	0.0
3.2128353025E9	0.0
3.2128364E9	0.0
3.2128374965E9	0.0
3.2128385925E9	0.0
3.2128396875E9	0.0
3.212840781E9	0.0
3.2128418725E9	0.0
3.2128429615E9	0.0
3.212844049E9	0.0
3.2128451355E9	0.0
3.212846221E9	0.0
3.2128473055E9	0.0
3.2128483895E9	0.0
3.2128494735E9	0.0
3.2128505575E9	0.0
3.212851641E9	0.0
3.212852724E9	0.0
3.2128538065E9	0.0
3.2128548885E9	0.0
3.21285597E9	0.0
3.212857051E9	0.0
3.212858131E9	0.0
3.2128592085E9	0.0
3.2128602835E9	0.0
3.212861357E9	0.0
3.21286243E9	0.0
3.212863502E9	0.0
3.212864572E9	0.0
3.21286564E9	0.0
3.212866707E9	0.0
3.212867774E9	0.0
3.2128688405E9	0.0
3.212869906E9	0.0
3.212870971E9	0.0
3.212872036E9	0.0
3.212873101E9	0.0
3.212874166E9	0.0
3.2128752305E9	0.0
3.2128762945E9	0.0
3.2128773585E9	0.0
3.212878422E9	0.0
3.2128794845E9	0.0
3.2128805465E9	0.0
3.2128816085E9	0.0
3.21288267E9	0.0
3.2128837305E9	0.0
3.212884789E9	0.0
3.212885846E9	0.0
3.2128869025E9	0.0
3.212887958E9	0.0
3.212889013E9	0.0
3.212890068E9	0.0
3.212891123E9	0.0
3.2128921775E9	0.0
3.21289323E9	0.0
3.2128942805E9	0.0
3.2128953305E9	0.0
3.21289638E9	0.0
3.2128974285E9	0.0
3.212898476E9	0.0
3.2128995225E9	0.0
3.2129005685E9	0.0
3.2129016145E9	0.0
3.21290266E9	0.0
3.212903705E9	0.0
3.21290475E9	0.0
3.2129057945E9	0.0
3.2129068375E9	0.0
3.212907879E9	0.0
3.212908919E9	0.0
3.212909958E9	0.0
3.2129109965E9	0.0
3.2129120335E9	0.0
3.2129130695E9	0.0
3.212914105E9	0.0
3.21291514E9	0.0
3.212916174E9	0.0
3.2129172065E9	0.0
3.212918238E9	0.0
3.212919269E9	0.0
3.2129203E9	0.0
3.212921329E9	0.0
3.212922356E9	0.0
3.2129233825E9	0.0
3.2129244085E9	0.0
3.2129254335E9	0.0
3.2129264575E9	0.0
3.2129274805E9	0.0
3.2129285025E9	0.0
3.212929524E9	0.0
3.2129305445E9	0.0
3.212931564E9	0.0
3.2129325825E9	0.0
3.2129336005E9	0.0
3.2129346185E9	0.0
3.2129356355E9	0.0
3.2129366485E9	0.0
3.2129376585E9	0.0
3.212938668E9	0.0
3.2129396765E9	0.0
3.212940684E9	0.0
3.2129416905E9	0.0
3.212942696E9	0.0
3.212943701E9	0.0
3.2129447055E9	0.0
3.2129457095E9	0.0
3.212946713E9	0.0
3.212947716E9	0.0
3.212948719E9	0.0
3.212949722E9	0.0
