taxa,W,p_val,q_val,diff_abn,meta_col
Erwinia billingiae...3106,1487.58002802916,1.11253692926807e-308,1.11253692928051e-308,TRUE,extraction_kit
Halomonas aestuarii...3107,912.043906594669,1.31668602024798e-194,1.7862733421546e-194,TRUE,extraction_kit
Halomonas huangheensis...3108,1398.06663393696,7.22370442123995e-300,1.2663240883017e-299,TRUE,extraction_kit
Halomonas elongata...3109,1104.62763202215,2.66078036328074e-236,4.05739957579753e-236,TRUE,extraction_kit
gamma proteobacterium HdN1...3110,1858.1821322469,0,0,TRUE,extraction_kit
endosymbiont of unidentified scaly snail isolate Monju...3111,1691.68941277652,0,0,TRUE,extraction_kit
Spiribacter curvatus...3112,1676.28263520075,0,0,TRUE,extraction_kit
Halothiobacillus neapolitanus...3113,1913.102771636,0,0,TRUE,extraction_kit
Marinobacter sp. Arc7-DN-1...3114,1425.10828049724,9.98167313022092e-306,1.78932251389792e-305,TRUE,extraction_kit
Shewanella loihica...3115,2867.86655899483,0,0,TRUE,extraction_kit
Aeromonas sp. CA23...3116,957.536050420853,1.87339774463572e-204,2.60633662321432e-204,TRUE,extraction_kit
Aeromonas encheleia...3117,814.967909733996,1.33697784816693e-173,1.74989754340289e-173,TRUE,extraction_kit
Microbulbifer thermotolerans...3118,2223.51270407544,0,0,TRUE,extraction_kit
Legionella hackeliae...3119,2337.30238744059,0,0,TRUE,extraction_kit
Vibrio vulnificus...3120,2244.11948151806,0,0,TRUE,extraction_kit
Vibrio furnissii...3121,2330.62087484952,0,0,TRUE,extraction_kit
Acidiferrobacter sp. SPIII_3...3122,599.182016595079,6.07628090181469e-127,7.17806931973508e-127,TRUE,extraction_kit
Haemophilus parainfluenzae...3123,1042.66787638125,6.94806982680264e-223,1.0228777333556e-222,TRUE,extraction_kit
Anaeromyxobacter dehalogenans...3124,1412.50598161309,5.37006540692805e-303,9.51891797004709e-303,TRUE,extraction_kit
Cystobacter fuscus...3125,525.999037355325,3.89548133152278e-111,4.45125026494685e-111,TRUE,extraction_kit
Chondromyces crocatus...3126,583.577632569906,1.42874467815341e-123,1.67647056993001e-123,TRUE,extraction_kit
Desulfovibrio vulgaris...3127,478.176061994578,8.19105479127729e-101,9.18534467923581e-101,TRUE,extraction_kit
Pseudodesulfovibrio aespoeensis...3128,1590.13866005831,0,0,TRUE,extraction_kit
Geobacter sp. M18...3129,503.059590163959,3.49030394002569e-106,3.94949493148726e-106,TRUE,extraction_kit
Pelobacter carbinolicus...3130,2089.55777159606,0,0,TRUE,extraction_kit
Cutibacterium avidum...3131,617.018341094486,8.5030628872429e-131,1.01271130976304e-130,TRUE,extraction_kit
Propionibacterium freudenreichii...3132,1038.03331349441,7.00406614536815e-222,1.027655419312e-221,TRUE,extraction_kit
Pseudopropionibacterium propionicum...3133,598.029852509503,1.07789738266995e-126,1.2716275879336e-126,TRUE,extraction_kit
Rothia dentocariosa...3134,858.187570721406,5.95218231867914e-183,7.94534428777812e-183,TRUE,extraction_kit
Rothia mucilaginosa...3135,533.435135640223,9.65925075899213e-113,1.10808487681999e-112,TRUE,extraction_kit
Frondihabitans sp. PAMC 28766...3136,1034.18926032552,4.76062022486445e-221,6.95568444570154e-221,TRUE,extraction_kit
Rhodococcus aetherivorans...3137,1858.69869135371,0,0,TRUE,extraction_kit
Rhodococcus sp. WMMA185...3138,552.099492308187,9.00224989672259e-117,1.0429945799388e-116,TRUE,extraction_kit
Nocardia asteroides...3139,116.557143218646,3.36298104168437e-23,3.39801209420192e-23,TRUE,extraction_kit
Mycolicibacterium gilvum...3140,839.924420888411,5.32707458230627e-179,7.06231755558599e-179,TRUE,extraction_kit
Mycolicibacterium goodii...3141,197.215992041288,2.23842690341846e-40,2.29091053538607e-40,TRUE,extraction_kit
Mycolicibacterium chubuense...3142,327.520960953457,2.41216123115815e-68,2.55560285776828e-68,TRUE,extraction_kit
Mycolicibacterium vaccae...3143,1108.2181491213,4.44066856591692e-237,6.79527372137681e-237,TRUE,extraction_kit
Mycobacterium sp. PYR15...3144,1767.34708461244,0,0,TRUE,extraction_kit
Corynebacterium matruchotii...3145,1225.33221815729,1.91329534522053e-262,3.09602750023638e-262,TRUE,extraction_kit
Corynebacterium cystitidis...3146,2614.05660974415,0,0,TRUE,extraction_kit
Corynebacterium marinum...3147,801.076024287,1.35374334835685e-170,1.76654401063608e-170,TRUE,extraction_kit
Dietzia sp. JS16-p6b...3148,348.014699181439,9.36594917949113e-73,9.99568903874787e-73,TRUE,extraction_kit
Streptomyces sp. SirexAA-E...3149,740.842913956209,1.44610795501506e-157,1.82567208203637e-157,TRUE,extraction_kit
Streptomyces roseochromogenus...3150,287.123278940365,1.1734195879789e-59,1.22608653537472e-59,TRUE,extraction_kit
Amycolatopsis japonica...3151,1634.18538471712,0,0,TRUE,extraction_kit
Actinosynnema pretiosum...3152,208.715196253716,7.75315029020001e-43,7.95826008623705e-43,TRUE,extraction_kit
Saccharomonospora viridis...3153,987.786858329218,5.29628146780537e-211,7.52425341154449e-211,TRUE,extraction_kit
Actinoalloteichus hoggarensis...3154,368.831395360608,3.08246671167761e-77,3.32426613872088e-77,TRUE,extraction_kit
Micromonospora chokoriensis...3155,314.741895867707,1.35387712469438e-65,1.42573550043208e-65,TRUE,extraction_kit
Verrucosispora maris...3156,1053.23232390579,3.58408498475713e-225,5.33487841720882e-225,TRUE,extraction_kit
Actinomyces slackii...3157,907.09693027815,1.54942012086896e-193,2.0971221170831e-193,TRUE,extraction_kit
Thermomonospora curvata...3158,157.097134057737,8.22543254627894e-32,8.36435947920969e-32,TRUE,extraction_kit
Nocardiopsis alba...3159,756.010124069601,7.58315392018777e-161,9.6926696520116e-161,TRUE,extraction_kit
Bifidobacterium pseudolongum...3160,935.547139332049,1.07735573146993e-199,1.48115205287126e-199,TRUE,extraction_kit
Euzebya sp. DY32-46...3161,265.990705457878,4.06340059274588e-55,4.22052197200138e-55,TRUE,extraction_kit
Staphylococcus hominis...3162,1476.76477025148,1.11253693244714e-308,1.11253693511682e-308,TRUE,extraction_kit
Paenibacillus ihbetae...3163,2428.1935923057,0,0,TRUE,extraction_kit
Paenibacillus mucilaginosus...3164,783.222403021241,9.85723279647035e-167,1.27770812640217e-166,TRUE,extraction_kit
Deinococcus ficus...3165,854.350293858519,4.02733493243009e-182,5.36773037559003e-182,TRUE,extraction_kit
Deinococcus wulumuqiensis...3166,1674.78289169182,0,0,TRUE,extraction_kit
Sphaerobacter thermophilus...3167,1006.26075636858,5.3022697112967e-215,7.61329187164805e-215,TRUE,extraction_kit
Roseiflexus sp. RS-1...3168,2282.35428891997,0,0,TRUE,extraction_kit
Cyanobium gracile...3169,1721.32169249341,0,0,TRUE,extraction_kit
Fimbriimonas ginsengisoli...3170,1341.94978329338,1.04167151307078e-287,1.78309653119764e-287,TRUE,extraction_kit
Salinibacter ruber...3171,902.067659315188,1.89953643217026e-192,2.56702059641584e-192,TRUE,extraction_kit
Hymenobacter sedentarius...3172,1053.4189564945,3.26562831843997e-225,4.86500601023566e-225,TRUE,extraction_kit
Terriglobus roseus...3173,1479.83299289906,1.11253692994442e-308,1.11253693052863e-308,TRUE,extraction_kit
Nitrospira moscoviensis...3174,1293.58220014944,3.13863593465823e-277,5.21413733769102e-277,TRUE,extraction_kit
Torque teno virus 15...3175,918.902023094033,4.31648952050406e-196,5.88796148656258e-196,TRUE,extraction_kit
Pseudomonas sp. PONIH3...3176,1659.45224206358,0,0,TRUE,extraction_kit
Citrobacter amalonaticus...3177,2230.26178630757,0,0,TRUE,extraction_kit
Citrobacter werkmanii...3178,1678.19021745677,0,0,TRUE,extraction_kit
Alcanivorax dieselolei...3179,538.756744554703,6.85193635977943e-114,7.89147815578819e-114,TRUE,extraction_kit
Corynebacterium sp. 2184...3180,1267.38983699504,1.48263899485094e-271,2.4444642917939e-271,TRUE,extraction_kit
Actinomyces sp. oral taxon 414...3181,745.73656457043,1.26425715677823e-158,1.60421002597005e-158,TRUE,extraction_kit
Torque teno virus 29...3182,857.920646185676,6.79885802730609e-183,9.06860665827076e-183,TRUE,extraction_kit
Acinetobacter venetianus...3183,1950.5680032881,0,0,TRUE,extraction_kit
Corynebacterium simulans...3184,1785.5600643703,0,0,TRUE,extraction_kit
Corynebacterium striatum...3185,1323.41484235178,1.08017784738287e-283,1.82397535931382e-283,TRUE,extraction_kit
Corynebacterium testudinoris...3186,1652.1971477577,0,0,TRUE,extraction_kit
Erythrobacter sp. Alg231-14...3187,1638.20065725901,0,0,TRUE,extraction_kit
Rhizobium sp. IRBG74...3188,1467.21163984978,1.1125373046466e-308,1.11253761413988e-308,TRUE,extraction_kit
Roseovarius mucosus...3189,1521.93276283555,0,0,TRUE,extraction_kit
Pseudovibrio sp. FO-BEG1...3190,1488.1771867026,1.11253692926434e-308,1.1125369292736e-308,TRUE,extraction_kit
Gemmobacter sp. HYN0069...3191,1335.96049776615,2.06717856476805e-286,3.5247009512549e-286,TRUE,extraction_kit
Tateyamaria omphalii...3192,1663.08078277477,0,0,TRUE,extraction_kit
Thalassococcus sp. SH-1...3193,1781.80051693228,0,0,TRUE,extraction_kit
Komagataeibacter saccharivorans...3194,1142.54397186524,1.6350342951846e-244,2.54435818127657e-244,TRUE,extraction_kit
Micavibrio aeruginosavorus...3195,1741.30438474468,0,0,TRUE,extraction_kit
Paenalcaligenes hominis...3196,2203.76614357966,0,0,TRUE,extraction_kit
Limnohabitans sp. 103DPR2...3197,1213.95226420485,5.58263472142241e-260,9.00857691645428e-260,TRUE,extraction_kit
Herminiimonas arsenitoxidans...3198,616.59420424175,1.05009607492346e-130,1.24980759837516e-130,TRUE,extraction_kit
Burkholderia sp. JP2-270...3199,835.537854743918,4.73823427487464e-178,6.26739169994782e-178,TRUE,extraction_kit
Paraburkholderia rhizoxinica...3200,1230.42619423182,1.50777778233126e-263,2.44663569512118e-263,TRUE,extraction_kit
Neisseria sp. KEM232...3201,1814.19533687635,0,0,TRUE,extraction_kit
Pseudomonas mucidolens...3202,4845.25687249434,0,0,TRUE,extraction_kit
Pseudomonas poae...3203,5161.38039615573,0,0,TRUE,extraction_kit
Pseudomonas fuscovaginae...3204,4187.35455514073,0,0,TRUE,extraction_kit
Pseudomonas alcaliphila...3205,11231.4138979482,0,0,TRUE,extraction_kit
Pseudomonas sp. R5-89-07...3206,4350.76119487688,0,0,TRUE,extraction_kit
Pseudomonas yamanorum...3207,3926.76695375753,0,0,TRUE,extraction_kit
Pseudomonas sp. MRSN12121...3208,2949.32544232872,0,0,TRUE,extraction_kit
Pseudomonas versuta...3209,4234.22542037922,0,0,TRUE,extraction_kit
Pseudomonas sp. MT-1...3210,5865.05207322077,0,0,TRUE,extraction_kit
Pseudomonas sp. LG1D9...3211,4463.90507051435,0,0,TRUE,extraction_kit
Xanthomonas gardneri...3212,768.040349353437,1.89573366305953e-163,2.44276824775051e-163,TRUE,extraction_kit
Enterobacter hormaechei...3213,845.777299977366,2.88446473775626e-180,3.82695701529061e-180,TRUE,extraction_kit
Raoultella ornithinolytica...3214,589.489458968908,7.54677828735916e-125,8.88514827358672e-125,TRUE,extraction_kit
Yersinia enterocolitica...3215,1961.21790472449,0,0,TRUE,extraction_kit
Dickeya dianthicola...3216,1756.75973577189,0,0,TRUE,extraction_kit
Dickeya chrysanthemi...3217,1965.74524314204,0,0,TRUE,extraction_kit
Sodalis praecaptivus...3218,2164.68581085399,0,0,TRUE,extraction_kit
Halomonas sp. A3H3...3219,1601.31235547622,0,0,TRUE,extraction_kit
Hahella chejuensis...3220,2359.78502052346,0,0,TRUE,extraction_kit
Alteromonas macleodii...3221,2624.28812873569,0,0,TRUE,extraction_kit
Methylomonas denitrificans...3222,1052.59120234733,4.93401157689123e-225,7.33173124532093e-225,TRUE,extraction_kit
Desulfuromonas soudanensis...3223,1658.20527607046,0,0,TRUE,extraction_kit
Salinibacterium sp. CGMCC 1.16371...3224,357.341787741174,9.19035187145034e-75,9.84438918254742e-75,TRUE,extraction_kit
Rathayibacter toxicus...3225,1090.85945274767,2.55020672692186e-233,3.86851515656435e-233,TRUE,extraction_kit
Aurantimicrobium sp. MWH-Mo1...3226,1046.57745490871,9.89335043781706e-224,1.46264097073908e-223,TRUE,extraction_kit
Arthrobacter sp. ERGS1:01...3227,685.70925576146,1.20804885802598e-145,1.48748470106725e-145,TRUE,extraction_kit
Arthrobacter sp. PAMC 25486...3228,1022.58857199189,1.54663077373719e-218,2.24101023314949e-218,TRUE,extraction_kit
Arthrobacter sp. ZXY-2...3229,1478.88076222038,1.11253693036462e-308,1.11253693130201e-308,TRUE,extraction_kit
Pseudarthrobacter chlorophenolicus...3230,1094.77947014336,3.61149418924994e-234,5.49753169523139e-234,TRUE,extraction_kit
Brachybacterium faecium...3231,400.155388625079,5.49294272222795e-84,5.98669038265293e-84,TRUE,extraction_kit
Cellulomonas gilvus...3232,1024.06902655381,7.39350936940778e-219,1.07307293092153e-218,TRUE,extraction_kit
Rhodococcus fascians...3233,1038.44855755586,5.69431095003794e-222,8.36187293420206e-222,TRUE,extraction_kit
Rhodococcus sp. P1Y...3234,985.574601432804,1.59550762861491e-210,2.26116584380003e-210,TRUE,extraction_kit
Rhodococcus jostii...3235,381.177310078951,6.75074511940553e-80,7.32099439657271e-80,TRUE,extraction_kit
Mycolicibacterium flavescens...3236,359.867690397031,2.62665118863363e-75,2.82223567714112e-75,TRUE,extraction_kit
Mycolicibacterium hassiacum...3237,358.688990244314,4.71225233540252e-75,5.05691000467904e-75,TRUE,extraction_kit
Mycolicibacterium thermoresistibile...3238,340.313742820768,4.25893039355579e-71,4.54251219740282e-71,TRUE,extraction_kit
Mycobacterium sp. VKM Ac-1817D...3239,825.89569920596,5.77884166655794e-176,7.61498683004541e-176,TRUE,extraction_kit
Mycobacterium stephanolepidis...3240,1406.68989531081,9.77783238884299e-302,1.72445407585049e-301,TRUE,extraction_kit
Mycobacteroides saopaulense...3241,1293.89145506156,2.68993986934359e-277,4.4729857255942e-277,TRUE,extraction_kit
Corynebacterium variabile...3242,728.747078249129,5.97149756155188e-155,7.50628851149718e-155,TRUE,extraction_kit
Corynebacterium timonense...3243,638.835924543766,1.63874819499455e-135,1.96920464450137e-135,TRUE,extraction_kit
Corynebacterium urealyticum...3244,1362.95221585716,2.93232498942096e-292,5.07920578524702e-292,TRUE,extraction_kit
Corynebacterium glyciniphilum...3245,1461.63087458029,1.11254300857003e-308,1.11254796302334e-308,TRUE,extraction_kit
Gordonia sp. MMS17-SY073...3246,763.213912742068,2.09762955022624e-162,2.69298617256986e-162,TRUE,extraction_kit
Gordonia rubripertincta...3247,950.734319055748,5.55869663180084e-203,7.69665687480116e-203,TRUE,extraction_kit
Gordonia terrae...3248,1472.24001283515,1.11253695978977e-308,1.11253698514056e-308,TRUE,extraction_kit
Gordonia sp. KTR9...3249,1690.01478218315,0,0,TRUE,extraction_kit
Gordonia sp. YC-JH1...3250,238.49759910073,3.22426355196525e-49,3.32913315300493e-49,TRUE,extraction_kit
Segniliparus rotundus...3251,1923.95919663116,0,0,TRUE,extraction_kit
Streptomyces bacillaris...3252,1620.9870754674,0,0,TRUE,extraction_kit
Streptomyces lavendulae...3253,639.79853767431,1.01498879135042e-135,1.22134419689719e-135,TRUE,extraction_kit
Streptomyces pluripotens...3254,690.87134358197,9.24747032520984e-147,1.14268104655459e-146,TRUE,extraction_kit
Streptomyces koyangensis...3255,969.740604908552,4.2724621387955e-207,6.00138285948265e-207,TRUE,extraction_kit
Streptomyces sp. HNM0039...3256,328.770799919133,1.29859397054216e-68,1.37748789341835e-68,TRUE,extraction_kit
Streptomyces noursei...3257,1230.42628897746,1.50770653020545e-263,2.44663569512118e-263,TRUE,extraction_kit
Streptomyces sp. Go-475...3258,719.777121092892,5.19802990595052e-153,6.51058839009297e-153,TRUE,extraction_kit
Streptomyces sp. CCM_MD2014...3259,1463.18196831823,1.11253973293737e-308,1.11254203377066e-308,TRUE,extraction_kit
Streptomyces puniciscabiei...3260,589.839388190275,6.34104313618104e-125,7.47062167056147e-125,TRUE,extraction_kit
Streptomyces pratensis...3261,1617.89579188557,0,0,TRUE,extraction_kit
Streptomyces clavuligerus...3262,210.720221608378,2.88576913775862e-43,2.96385465560385e-43,TRUE,extraction_kit
Streptomyces katrae...3263,685.064171342464,1.66552613506377e-145,2.04789340269109e-145,TRUE,extraction_kit
Nocardioides sp. 603...3264,822.014475483435,3.99555072974102e-175,5.24528689784046e-175,TRUE,extraction_kit
Micromonospora coxensis...3265,601.096948928652,2.34362047873297e-127,2.77045454019483e-127,TRUE,extraction_kit
Salinispora tropica...3266,1202.36276275147,1.80812593566199e-257,2.89631915932645e-257,TRUE,extraction_kit
Salinispora arenicola...3267,981.114566848956,1.47378599068174e-209,2.08527580205051e-209,TRUE,extraction_kit
Thermobifida fusca...3268,825.373415291558,7.49621805875894e-176,9.86314749856301e-176,TRUE,extraction_kit
Actinomyces sp. Chiba101...3269,697.298885021707,3.76977461704483e-148,4.6747347168752e-148,TRUE,extraction_kit
Actinomyces sp. Z16...3270,690.310308822957,1.22270699474932e-146,1.50979237116854e-146,TRUE,extraction_kit
Actinopolyspora erythraea...3271,1399.84583740011,2.97329615544289e-300,5.21746239940028e-300,TRUE,extraction_kit
Thermobispora bispora...3272,680.633078483011,1.51194537124902e-144,1.85383189480393e-144,TRUE,extraction_kit
Bacillus cereus...3273,527.954827789931,1.47324574905619e-111,1.68453639675973e-111,TRUE,extraction_kit
Bacillus thuringiensis...3274,1535.67222012643,0,0,TRUE,extraction_kit
Paenibacillus sp. FSL R7-0331...3275,1536.31739904033,0,0,TRUE,extraction_kit
Deinococcus maricopensis...3276,770.756583317084,4.90059091114124e-164,6.31937350875377e-164,TRUE,extraction_kit
Deinococcus actinosclerus...3277,425.885987057386,1.55911231311829e-89,1.71100571885892e-89,TRUE,extraction_kit
Oceanithermus profundus...3278,1746.25592663274,0,0,TRUE,extraction_kit
Chryseobacterium taklimakanense...3279,1589.59265926487,0,0,TRUE,extraction_kit
Fibrella aestuarina...3280,1473.22918091964,1.11253694789405e-308,1.11253696344081e-308,TRUE,extraction_kit
Mucilaginibacter mallensis...3281,2090.80641143995,0,0,TRUE,extraction_kit
Niastella koreensis...3282,1133.6910502888,1.35162417374498e-242,2.09585773300065e-242,TRUE,extraction_kit
Flavisolibacter tropicus...3283,1716.08002531425,0,0,TRUE,extraction_kit
Pseudoflavitalea sp. 5GH32-13...3284,1369.85229239506,9.37916926354697e-294,1.62783593778857e-293,TRUE,extraction_kit
Bacteroides zoogleoformans...3285,2725.55597631432,0,0,TRUE,extraction_kit
Verrucomicrobium spinosum...3286,1375.87616176676,4.64463944913543e-295,8.07723155198252e-295,TRUE,extraction_kit
Verrucomicrobium sp. GAS474...3287,1087.5701704325,1.31483212772935e-232,1.9927924435898e-232,TRUE,extraction_kit
Victivallales bacterium CCUG 44730...3288,2582.86418912967,0,0,TRUE,extraction_kit
Halorientalis sp. IM1011...3289,1829.36854285995,0,0,TRUE,extraction_kit
Haloterrigena turkmenica...3290,602.809879976365,9.99485830700533e-128,1.18392283609439e-127,TRUE,extraction_kit
Acetobacter persici...3291,1979.36854037889,0,0,TRUE,extraction_kit
Acidiphilium cryptum...3292,1545.15304420243,0,0,TRUE,extraction_kit
Enterobacter sp. SA187...3293,1314.7390854256,8.18716979228517e-282,1.37980680090057e-281,TRUE,extraction_kit
Klebsiella michiganensis...3294,998.550491130112,2.47584736531063e-213,3.54912110002657e-213,TRUE,extraction_kit
Lonsdalea britannica...3295,1685.84765405667,0,0,TRUE,extraction_kit
Pantoea stewartii...3296,1564.83648177319,0,0,TRUE,extraction_kit
Zobellella denitrificans...3297,363.937663757063,3.49063759476964e-76,3.75749274998014e-76,TRUE,extraction_kit
Desulfuromonas sp. DDH964...3298,1192.16240394175,2.92865064212069e-255,4.67833853718456e-255,TRUE,extraction_kit
Acidipropionibacterium virtanenii...3299,481.352726107013,1.68978498515053e-101,1.89612119799025e-101,TRUE,extraction_kit
Streptomyces sp. WAC 06738...3300,918.089684703036,6.47072338405403e-196,8.81270127032632e-196,TRUE,extraction_kit
Actinomyces sp. oral taxon 897...3301,1516.36288208451,0,0,TRUE,extraction_kit
Nakamurella sp. s14-144...3302,1860.04202589215,0,0,TRUE,extraction_kit
Paenibacillus sp. RUD330...3303,2116.37706777889,0,0,TRUE,extraction_kit
Paenibacillus beijingensis...3304,2977.10710653936,0,0,TRUE,extraction_kit
Syntrophobotulus glycolicus...3305,2990.95547773312,0,0,TRUE,extraction_kit
Thermoanaerobacterales bacterium SK-G1...3306,2907.38113074949,0,0,TRUE,extraction_kit
Deinococcus peraridilitoris...3307,1850.69433382559,0,0,TRUE,extraction_kit
Pontibacter korlensis...3308,2712.09341277845,0,0,TRUE,extraction_kit
Pontibacter akesuensis...3309,2358.64423582441,0,0,TRUE,extraction_kit
Gemmatimonas aurantiaca...3310,692.708328984691,3.70553983475056e-147,4.58206271350884e-147,TRUE,extraction_kit
Rubinisphaera brasiliensis...3311,2462.71396917971,0,0,TRUE,extraction_kit
Nitrospira defluvii...3312,2472.36805317555,0,0,TRUE,extraction_kit
Halorubrum trapanicum...3313,1913.98464339452,0,0,TRUE,extraction_kit
Acinetobacter sp. WCHA45...3314,1750.67737246137,0,0,TRUE,extraction_kit
Chryseobacterium sp. H6466...3315,1587.92764881167,0,0,TRUE,extraction_kit
Rhizobium sp. Y9...3316,1411.68692971692,8.08085133131568e-303,1.43094994163055e-302,TRUE,extraction_kit
Ruegeria sp. AD91A...3317,748.220162910337,3.67019430157157e-159,4.67067000768511e-159,TRUE,extraction_kit
Burkholderia sp. BDU8...3318,1179.31327274441,1.77735221683903e-252,2.82370970937301e-252,TRUE,extraction_kit
Neisseria subflava...3319,1050.26639990774,1.57248655506072e-224,2.32872054718916e-224,TRUE,extraction_kit
Pseudomonas sp. Z003-0.4C(8344-21)...3320,4680.10556407257,0,0,TRUE,extraction_kit
Pseudomonas sp. NS1(2017)...3321,4780.92446933706,0,0,TRUE,extraction_kit
Pectobacterium carotovorum...3322,850.108658567539,3.33305476385778e-181,4.43560489153635e-181,TRUE,extraction_kit
Serratia ficaria...3323,1037.17344213663,1.07530116326195e-221,1.5763860882077e-221,TRUE,extraction_kit
Aeromonas schubertii...3324,3898.69506517248,0,0,TRUE,extraction_kit
Geobacter sp. M21...3325,1735.50084066619,0,0,TRUE,extraction_kit
Mariprofundus aestuarium...3326,2732.28558955884,0,0,TRUE,extraction_kit
Cutibacterium granulosum...3327,763.153711185666,2.16147462658457e-162,2.77291307716139e-162,TRUE,extraction_kit
Glutamicibacter halophytocola...3328,1528.29862553272,0,0,TRUE,extraction_kit
Amycolatopsis sp. BJA-103...3329,717.595719967922,1.5401116531983e-152,1.9248639559658e-152,TRUE,extraction_kit
Candidatus Desulforudis audaxviator...3330,2495.84909554247,0,0,TRUE,extraction_kit
Rhodocyclaceae bacterium...3331,2117.47686816063,0,0,TRUE,extraction_kit
Pseudomonas balearica...3332,6298.9887142142,0,0,TRUE,extraction_kit
Xanthomonas arboricola...3333,1347.5439506621,6.39261812516948e-289,1.09749373122379e-288,TRUE,extraction_kit
Kosakonia sp. CCTCC M2018092...3334,1752.18711942097,0,0,TRUE,extraction_kit
Methylomonas methanica...3335,2021.25357198591,0,0,TRUE,extraction_kit
Methylomonas koyamae...3336,1920.10067641597,0,0,TRUE,extraction_kit
Geobacter pickeringii...3337,1651.9190420729,0,0,TRUE,extraction_kit
Hoyosella subflava...3338,621.782697222657,7.94334247389344e-132,9.47988787383319e-132,TRUE,extraction_kit
Gordonia sp. 1D...3339,1024.60091591954,5.67139535031034e-219,8.23814998472699e-219,TRUE,extraction_kit
Corynebacterium doosanense...3340,688.391283119923,3.17852251592305e-146,3.91927988192206e-146,TRUE,extraction_kit
Streptomyces cyaneogriseus...3341,1384.26454502487,7.06954748325228e-297,1.23065103746346e-296,TRUE,extraction_kit
Micromonospora tulbaghiae...3342,916.27265119588,1.60040125314054e-195,2.17624656384999e-195,TRUE,extraction_kit
Halopiger xanaduensis...3343,1854.33618354564,0,0,TRUE,extraction_kit
Pseudomonas mosselii...3344,5515.57377639062,0,0,TRUE,extraction_kit
Pseudomonas extremorientalis...3345,3242.86980723008,0,0,TRUE,extraction_kit
Pseudomonas savastanoi...3346,1679.69085992649,0,0,TRUE,extraction_kit
Pseudomonas amygdali...3347,3462.7801436849,0,0,TRUE,extraction_kit
Pseudomonas fragi...3348,4820.8960351296,0,0,TRUE,extraction_kit
Pseudomonas saudiphocaensis...3349,6366.13772823485,0,0,TRUE,extraction_kit
Pseudomonas sp. R2-37-08W...3350,6294.7177576154,0,0,TRUE,extraction_kit
Pseudomonas brassicacearum...3351,6324.93710464057,0,0,TRUE,extraction_kit
Pseudomonas lurida...3352,5364.55704641511,0,0,TRUE,extraction_kit
Pseudomonas agarici...3353,5590.01450280191,0,0,TRUE,extraction_kit
Pseudomonas sp. LTJR-52...3354,4782.63773350541,0,0,TRUE,extraction_kit
Pseudomonas asplenii...3355,5791.50753378639,0,0,TRUE,extraction_kit
Pseudomonas sp. LAB-08...3356,5386.10245014634,0,0,TRUE,extraction_kit
Pseudomonas sp. LBUM920...3357,4701.15198502802,0,0,TRUE,extraction_kit
Pseudomonas granadensis...3358,4333.21652944833,0,0,TRUE,extraction_kit
Pseudomonas sp. B10...3359,5292.12142302051,0,0,TRUE,extraction_kit
Pseudomonas sp. URMO17WK12:I11...3360,5331.78021282569,0,0,TRUE,extraction_kit
Pseudomonas sp. R4-34-07...3361,4584.70915878157,0,0,TRUE,extraction_kit
Pseudomonas sp. SWI44...3362,3228.90988658494,0,0,TRUE,extraction_kit
Pseudomonas sp. MYb193...3363,3226.54554849719,0,0,TRUE,extraction_kit
Pseudomonas sp. LH1G9...3364,3562.9598009489,0,0,TRUE,extraction_kit
Pseudomonas sp. LG1E9...3365,3567.42207545586,0,0,TRUE,extraction_kit
Pseudomonas sp. 09C 129...3366,3921.24581792223,0,0,TRUE,extraction_kit
Pseudomonas sp. s211(2017)...3367,4066.89168069221,0,0,TRUE,extraction_kit
Pseudomonas sp. R2-60-08W...3368,2964.219088613,0,0,TRUE,extraction_kit
Pseudomonas sp. TMW 2.1634...3369,2929.51955405625,0,0,TRUE,extraction_kit
Pseudomonas sp. bs2935...3370,2955.64768550557,0,0,TRUE,extraction_kit
Pseudomonas sp. R4-39-08...3371,1961.30712099136,0,0,TRUE,extraction_kit
Pseudomonas sp. TKP...3372,963.272084945852,1.07386228459264e-205,1.50357942975039e-205,TRUE,extraction_kit
Pseudomonas sp. R3-18-08...3373,2213.55878659312,0,0,TRUE,extraction_kit
Pseudomonas cerasi...3374,2187.76784669014,0,0,TRUE,extraction_kit
Pseudomonas sp. JY-Q...3375,2873.59245435658,0,0,TRUE,extraction_kit
Pseudomonas sp. R4-35-07...3376,2647.04386860624,0,0,TRUE,extraction_kit
Aeromonas sp. ASNIH3...3377,8143.49623715663,0,0,TRUE,extraction_kit
Aeromonas sp. ASNIH1...3378,2150.49553122645,0,0,TRUE,extraction_kit
Tolumonas auensis...3379,2132.53723464463,0,0,TRUE,extraction_kit
Serratia sp. YD25...3380,1819.37892320961,0,0,TRUE,extraction_kit
Dickeya sp. Secpp 1600...3381,2285.55405900228,0,0,TRUE,extraction_kit
Pantoea sp. At-9b...3382,1793.71539843991,0,0,TRUE,extraction_kit
Leminorella richardii...3383,2020.38131363671,0,0,TRUE,extraction_kit
Halomonas subglaciescola...3384,2213.91723678543,0,0,TRUE,extraction_kit
Halomonas sp. KO116...3385,1783.93575182364,0,0,TRUE,extraction_kit
Allochromatium vinosum...3386,1038.63080449572,5.19973075782743e-222,7.6420285380191e-222,TRUE,extraction_kit
Shewanella amazonensis...3387,2362.56599775418,0,0,TRUE,extraction_kit
